locus_tag	ftype	length_bp	gene	EC_number	COG	product
ATCC700743_00374	CDS	1590	oppA_1		COG4166	Oligopeptide-binding protein OppA
ATCC700743_00375	CDS	840				hypothetical protein
ATCC700743_00376	CDS	936				IS110 family transposase ISCc2
ATCC700743_00377	CDS	567	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
ATCC700743_00378	CDS	669				hypothetical protein
ATCC700743_00379	CDS	1446				hypothetical protein
ATCC700743_00380	CDS	750				hypothetical protein
ATCC700743_00381	CDS	1023	purR_1			HTH-type transcriptional repressor PurR
ATCC700743_00382	CDS	1356				hypothetical protein
ATCC700743_00383	CDS	1014	lacF_1			Lactose transport system permease protein LacF
ATCC700743_00384	CDS	1155				hypothetical protein
ATCC700743_00385	CDS	1665	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase 1
ATCC700743_00386	CDS	1113	malK_1	3.6.3.19	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
ATCC700743_00387	CDS	237				hypothetical protein
ATCC700743_00388	CDS	204				hypothetical protein
ATCC700743_00389	CDS	198				hypothetical protein
ATCC700743_00390	CDS	1248	hcaE_1	1.14.12.19		3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
ATCC700743_00391	CDS	1107	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
ATCC700743_00392	CDS	630	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
ATCC700743_00393	CDS	465	ygaU		COG1652	Uncharacterized protein YgaU
ATCC700743_00394	CDS	438	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
ATCC700743_00395	CDS	1611	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
ATCC700743_00396	CDS	702	baeR		COG0745	Transcriptional regulatory protein BaeR
ATCC700743_00397	CDS	1785	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
ATCC700743_00398	CDS	462				hypothetical protein
ATCC700743_00399	CDS	402				hypothetical protein
ATCC700743_00400	CDS	297	ptsH		COG1925	Phosphocarrier protein HPr
ATCC700743_00401	CDS	1401	ahcY	3.3.1.1		Adenosylhomocysteinase
ATCC700743_00402	CDS	2556	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
ATCC700743_00403	CDS	1512				hypothetical protein
ATCC700743_00404	CDS	726	murU	2.7.7.-	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
ATCC700743_00405	CDS	3135				hypothetical protein
ATCC700743_00406	CDS	3513	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
ATCC700743_00407	CDS	324				Thioredoxin C-1
ATCC700743_00408	CDS	282	bauB			Beta-alanine degradation protein BauB
ATCC700743_00409	CDS	249				hypothetical protein
ATCC700743_00410	CDS	414	fitB_1	3.1.-.-		Toxin FitB
ATCC700743_00411	CDS	420				hypothetical protein
ATCC700743_00412	CDS	1326	fpgS	6.3.2.17		Folylpolyglutamate synthase
ATCC700743_00413	CDS	927	accD	6.4.1.2	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
ATCC700743_00414	CDS	840	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
ATCC700743_00415	CDS	1221	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
ATCC700743_00416	CDS	660	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
ATCC700743_00417	CDS	219				hypothetical protein
ATCC700743_00418	CDS	759				hypothetical protein
ATCC700743_00419	CDS	483				hypothetical protein
ATCC700743_00420	CDS	1143	ydcO		COG3135	Inner membrane protein YdcO
ATCC700743_00421	CDS	771				hypothetical protein
ATCC700743_00422	CDS	630	infC			Translation initiation factor IF-3
ATCC700743_00423	CDS	627				hypothetical protein
ATCC700743_00424	CDS	204	rpmI		COG0291	50S ribosomal protein L35
ATCC700743_00425	CDS	402	rplT		COG0292	50S ribosomal protein L20
ATCC700743_00426	CDS	1098	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
ATCC700743_00427	CDS	423				hypothetical protein
ATCC700743_00428	CDS	2409	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
ATCC700743_00429	CDS	603				hypothetical protein
ATCC700743_00430	CDS	996	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
ATCC700743_00431	CDS	891	pgrR_1			HTH-type transcriptional regulator PgrR
ATCC700743_00432	CDS	606	yceJ_1		COG3038	Cytochrome b561 homolog 2
ATCC700743_00433	CDS	576	yceI		COG2353	Protein YceI
ATCC700743_00434	CDS	987	gfo_1	1.1.99.28		Glucose--fructose oxidoreductase
ATCC700743_00435	CDS	1659		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase MSMEG_5835
ATCC700743_00436	CDS	939	aes_1	3.1.1.-		Acetyl esterase
ATCC700743_00437	CDS	783	caiD_1	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
ATCC700743_00438	CDS	2085	pat	2.3.1.-	COG0454	Protein lysine acetyltransferase Pat
ATCC700743_00439	CDS	1164	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
ATCC700743_00440	CDS	1095	lcdH_1	1.1.1.108		L-carnitine dehydrogenase
ATCC700743_00441	CDS	630				hypothetical protein
ATCC700743_00442	CDS	924	kce_1	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
ATCC700743_00443	CDS	981	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
ATCC700743_00444	CDS	204				hypothetical protein
ATCC700743_00445	CDS	102				hypothetical protein
ATCC700743_00446	CDS	213				hypothetical protein
ATCC700743_00447	CDS	1326	xylA	5.3.1.5	COG2115	Xylose isomerase
ATCC700743_00448	CDS	363				hypothetical protein
ATCC700743_00449	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
ATCC700743_00450	CDS	1323				hypothetical protein
ATCC700743_00451	CDS	2847				hypothetical protein
ATCC700743_00452	CDS	624	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
ATCC700743_00453	CDS	123				hypothetical protein
ATCC700743_00454	CDS	768				hypothetical protein
ATCC700743_00455	CDS	1167	pfp	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
ATCC700743_00456	CDS	756	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
ATCC700743_00457	CDS	1542	degP_1	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
ATCC700743_00458	CDS	960	coaA_1	2.7.1.33		Pantothenate kinase
ATCC700743_00459	CDS	324	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
ATCC700743_00460	CDS	792	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
ATCC700743_00461	CDS	837	rocF	3.5.3.1		Arginase
ATCC700743_00462	CDS	750	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
ATCC700743_00463	CDS	651	hisH	2.4.2.-		Imidazole glycerol phosphate synthase subunit HisH
ATCC700743_00464	CDS	477				hypothetical protein
ATCC700743_00465	CDS	600	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
ATCC700743_00466	CDS	552	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
ATCC700743_00467	CDS	522				hypothetical protein
ATCC700743_00468	CDS	600				hypothetical protein
ATCC700743_00469	CDS	1311	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
ATCC700743_00470	CDS	975				hypothetical protein
ATCC700743_00471	CDS	1218	andAa	1.18.1.3		Anthranilate 1,2-dioxygenase system ferredoxin--NAD(+) reductase component
ATCC700743_00472	CDS	315	ndoA_1			Naphthalene 1,2-dioxygenase system, ferredoxin component
ATCC700743_00473	CDS	1092				hypothetical protein
ATCC700743_00474	CDS	1032	galS		COG1609	HTH-type transcriptional regulator GalS
ATCC700743_00475	CDS	942	mglB		COG1879	D-galactose-binding periplasmic protein
ATCC700743_00476	CDS	1077	rbsC_1		COG1172	Ribose import permease protein RbsC
ATCC700743_00477	CDS	768	frcA_1	3.6.3.17	COG1129	Fructose import ATP-binding protein FrcA
ATCC700743_00478	CDS	1002	idhA	1.1.1.18		Inositol 2-dehydrogenase
ATCC700743_00479	CDS	795	actIII_2	1.3.1.-		Putative ketoacyl reductase
ATCC700743_00480	CDS	1092	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
ATCC700743_00481	CDS	636				hypothetical protein
ATCC700743_00482	CDS	696				hypothetical protein
ATCC700743_00483	CDS	1110	iolG_1	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
ATCC700743_00484	CDS	846	ybbH		COG1737	Uncharacterized HTH-type transcriptional regulator YbbH
ATCC700743_00485	CDS	1935	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
ATCC700743_00486	CDS	1851	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
ATCC700743_00487	CDS	918	iolE_1	4.2.1.44	COG1082	Inosose dehydratase
ATCC700743_00488	CDS	219				hypothetical protein
ATCC700743_00489	CDS	813	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
ATCC700743_00490	CDS	708				hypothetical protein
ATCC700743_00491	CDS	1140	phnM_1	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
ATCC700743_00492	CDS	630	phnN	2.7.4.23		Ribose 1,5-bisphosphate phosphokinase PhnN
ATCC700743_00493	CDS	756				hypothetical protein
ATCC700743_00494	CDS	216				hypothetical protein
ATCC700743_00495	CDS	882		3.1.1.99		6-deoxy-6-sulfogluconolactonase
ATCC700743_00496	CDS	969	lsrD_1			Autoinducer 2 import system permease protein LsrD
ATCC700743_00497	CDS	1029	rbsC_2		COG1172	Ribose import permease protein RbsC
ATCC700743_00498	CDS	1503	rbsA_1	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
ATCC700743_00499	CDS	1068				hypothetical protein
ATCC700743_00500	CDS	1065				hypothetical protein
ATCC700743_00501	CDS	765	gmuR		COG2188	HTH-type transcriptional regulator GmuR
ATCC700743_00502	CDS	726				hypothetical protein
ATCC700743_00503	CDS	1011	hprA_1	1.1.1.29	COG1052	Glycerate dehydrogenase
ATCC700743_00504	CDS	2385	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
ATCC700743_00505	CDS	1221	dgoD_1	4.2.1.6	COG4948	D-galactonate dehydratase
ATCC700743_00506	CDS	795	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
ATCC700743_00507	CDS	849				hypothetical protein
ATCC700743_00508	CDS	990	dxs_2	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
ATCC700743_00509	CDS	1182	dgoD_2	4.2.1.6	COG4948	D-galactonate dehydratase
ATCC700743_00510	CDS	1032	gntR_1			HTH-type transcriptional regulator GntR
ATCC700743_00511	CDS	1011	rbsC_3		COG1172	Ribose import permease protein RbsC
ATCC700743_00512	CDS	975				hypothetical protein
ATCC700743_00513	CDS	1563	mglA_1	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
ATCC700743_00514	CDS	762	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
ATCC700743_00515	CDS	990				hypothetical protein
ATCC700743_00516	CDS	1659				hypothetical protein
ATCC700743_00517	CDS	1278				hypothetical protein
ATCC700743_00518	CDS	894	yphB_1		COG2017	Uncharacterized protein YphB
ATCC700743_00519	CDS	579				hypothetical protein
ATCC700743_00520	CDS	780	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
ATCC700743_00521	CDS	996	rbsC_4		COG1172	Ribose import permease protein RbsC
ATCC700743_00522	CDS	1539	rbsA_2	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
ATCC700743_00523	CDS	963	rbsB_1		COG1879	Ribose import binding protein RbsB
ATCC700743_00524	CDS	1104	rbsR_1		COG1609	Ribose operon repressor
ATCC700743_00525	CDS	597				hypothetical protein
ATCC700743_00526	tRNA	77				tRNA-Arg(ccg)
ATCC700743_00527	CDS	924				hypothetical protein
ATCC700743_00528	CDS	894	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
ATCC700743_00529	CDS	1815				hypothetical protein
ATCC700743_00530	CDS	1095				hypothetical protein
ATCC700743_00531	CDS	612	coaA_2	2.7.1.33		Pantothenate kinase
ATCC700743_00532	CDS	309				hypothetical protein
ATCC700743_00533	CDS	705	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
ATCC700743_00534	CDS	1209	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
ATCC700743_00535	CDS	255	nodF_1			Nodulation protein F
ATCC700743_00536	CDS	843	ureD			Urease accessory protein UreD
ATCC700743_00537	CDS	303	ureA	3.5.1.5	COG0831	Urease subunit gamma
ATCC700743_00538	CDS	255				hypothetical protein
ATCC700743_00539	CDS	588				hypothetical protein
ATCC700743_00540	CDS	306	ureB1	3.5.1.5		Urease subunit beta 1
ATCC700743_00541	CDS	495				hypothetical protein
ATCC700743_00542	CDS	378				hypothetical protein
ATCC700743_00543	CDS	1713	ureC1	3.5.1.5		Urease subunit alpha 1
ATCC700743_00544	CDS	594				hypothetical protein
ATCC700743_00545	CDS	606				hypothetical protein
ATCC700743_00546	CDS	615	ureE			Urease accessory protein UreE
ATCC700743_00547	CDS	672	ureF			Urease accessory protein UreF
ATCC700743_00548	CDS	441				hypothetical protein
ATCC700743_00549	CDS	732	ureG		COG0378	Urease accessory protein UreG
ATCC700743_00550	CDS	768	mtnB	4.2.1.109		Methylthioribulose-1-phosphate dehydratase
ATCC700743_00551	CDS	633	yieH_2	3.1.3.-	COG0637	6-phosphogluconate phosphatase
ATCC700743_00552	CDS	960	lsrR_1		COG2390	Transcriptional regulator LsrR
ATCC700743_00553	CDS	186				hypothetical protein
ATCC700743_00554	CDS	906	gcvA_1			Glycine cleavage system transcriptional activator
ATCC700743_00555	CDS	1311				hypothetical protein
ATCC700743_00556	CDS	873	ycjO_1		COG1175	Inner membrane ABC transporter permease protein YcjO
ATCC700743_00557	CDS	825	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
ATCC700743_00558	CDS	144				hypothetical protein
ATCC700743_00559	CDS	771	malK_2	3.6.3.19	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
ATCC700743_00560	CDS	771	polS_2	1.1.1.14		Sorbitol dehydrogenase
ATCC700743_00561	CDS	1479	mtlK_1	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
ATCC700743_00562	CDS	684	yieH_3	3.1.3.-	COG0637	6-phosphogluconate phosphatase
ATCC700743_00563	CDS	1587	araB_1	2.7.1.16	COG1069	Ribulokinase
ATCC700743_00564	CDS	1086	ugpC_2	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
ATCC700743_00565	CDS	1047		1.1.1.9		D-xylulose reductase
ATCC700743_00566	CDS	813				hypothetical protein
ATCC700743_00567	CDS	867	sugA_2		COG1175	Trehalose transport system permease protein SugA
ATCC700743_00568	CDS	1275	eltP_1			Erythritol/L-threitol-binding protein
ATCC700743_00569	CDS	918	rhaR_1			HTH-type transcriptional activator RhaR
ATCC700743_00570	CDS	1404	norM		COG0534	Multidrug resistance protein NorM
ATCC700743_00571	CDS	552				hypothetical protein
ATCC700743_00572	CDS	864				hypothetical protein
ATCC700743_00573	CDS	885	rob_1		COG2207	Right origin-binding protein
ATCC700743_00574	CDS	648	yecS_2		COG0765	L-cystine transport system permease protein YecS
ATCC700743_00575	CDS	657				hypothetical protein
ATCC700743_00576	CDS	810	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
ATCC700743_00577	CDS	1062	gpuA_1	3.5.3.17	COG0010	Guanidinopropionase
ATCC700743_00578	CDS	975	gcvA_2			Glycine cleavage system transcriptional activator
ATCC700743_00579	CDS	1305	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
ATCC700743_00580	CDS	1437				hypothetical protein
ATCC700743_00581	CDS	1323				hypothetical protein
ATCC700743_00582	CDS	882	livH_3		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
ATCC700743_00583	CDS	963				hypothetical protein
ATCC700743_00584	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
ATCC700743_00585	CDS	723	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
ATCC700743_00586	CDS	1410				hypothetical protein
ATCC700743_00587	CDS	615	pncA	3.5.1.19	COG1335	Nicotinamidase
ATCC700743_00588	CDS	861				hypothetical protein
ATCC700743_00589	CDS	3003	mop	1.2.99.7		Aldehyde oxidoreductase
ATCC700743_00590	CDS	1542	Hnr	1.3.7.1		6-hydroxynicotinate reductase
ATCC700743_00591	CDS	885				hypothetical protein
ATCC700743_00592	CDS	585				hypothetical protein
ATCC700743_00593	CDS	462	nicR		COG1846	HTH-type transcriptional repressor NicR
ATCC700743_00594	CDS	795	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
ATCC700743_00595	CDS	1002				hypothetical protein
ATCC700743_00596	CDS	876	nat	2.3.1.5	COG2162	Arylamine N-acetyltransferase
ATCC700743_00597	CDS	1170	yhhT		COG0628	Putative transport protein YhhT
ATCC700743_00598	CDS	1062	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
ATCC700743_00599	CDS	429				hypothetical protein
ATCC700743_00600	CDS	315	sugE		COG2076	Quaternary ammonium compound-resistance protein SugE
ATCC700743_00601	CDS	126				hypothetical protein
ATCC700743_00602	CDS	810				hypothetical protein
ATCC700743_00603	CDS	954	fieF_1		COG0053	Ferrous-iron efflux pump FieF
ATCC700743_00604	CDS	405				hypothetical protein
ATCC700743_00605	CDS	813	ubiE_2	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
ATCC700743_00606	CDS	1272				hypothetical protein
ATCC700743_00607	CDS	531	def	3.5.1.88	COG0242	Peptide deformylase
ATCC700743_00608	CDS	954	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
ATCC700743_00609	CDS	507				hypothetical protein
ATCC700743_00610	CDS	747	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
ATCC700743_00611	CDS	633				hypothetical protein
ATCC700743_00612	CDS	1194	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
ATCC700743_00613	CDS	1053				hypothetical protein
ATCC700743_00614	CDS	774				hypothetical protein
ATCC700743_00615	CDS	405				hypothetical protein
ATCC700743_00616	CDS	354	yhaI		COG3152	Inner membrane protein YhaI
ATCC700743_00617	CDS	855	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
ATCC700743_00618	CDS	846				hypothetical protein
ATCC700743_00619	CDS	729				hypothetical protein
ATCC700743_00620	CDS	762				hypothetical protein
ATCC700743_00621	CDS	198				hypothetical protein
ATCC700743_00622	CDS	1440	betA_1	1.2.1.8		Oxygen-dependent choline dehydrogenase
ATCC700743_00623	CDS	1212	auaG	1.14.13.222		Aurachin C monooxygenase/isomerase
ATCC700743_00624	CDS	168				hypothetical protein
ATCC700743_00625	CDS	498				hypothetical protein
ATCC700743_00626	CDS	633				hypothetical protein
ATCC700743_00627	CDS	405				hypothetical protein
ATCC700743_00628	CDS	837	phhA	1.14.16.1	COG3186	Phenylalanine-4-hydroxylase
ATCC700743_00629	CDS	477	lrp_1		COG1522	Leucine-responsive regulatory protein
ATCC700743_00630	CDS	1566	bchE	1.21.98.3	COG1032	Anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase
ATCC700743_00631	CDS	894	argB	2.7.2.8	COG0548	Acetylglutamate kinase
ATCC700743_00632	CDS	1497	nylA_1	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
ATCC700743_00633	CDS	540	sigK_1			ECF RNA polymerase sigma factor SigK
ATCC700743_00634	CDS	723				hypothetical protein
ATCC700743_00635	CDS	558				Immunogenic protein MPB70
ATCC700743_00636	CDS	504	msrB_1	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
ATCC700743_00637	CDS	1596	emrB_1			Multidrug export protein EmrB
ATCC700743_00638	CDS	1188	emrK_1		COG1566	Probable multidrug resistance protein EmrK
ATCC700743_00639	CDS	735	betI_2			HTH-type transcriptional regulator BetI
ATCC700743_00640	CDS	660	engB			GTP-binding protein EngB
ATCC700743_00641	CDS	639	vatD	2.3.1.-		Streptogramin A acetyltransferase
ATCC700743_00642	CDS	315				hypothetical protein
ATCC700743_00643	CDS	324				hypothetical protein
ATCC700743_00644	CDS	1302	aaeA			p-hydroxybenzoic acid efflux pump subunit AaeA
ATCC700743_00645	CDS	1548	emrB_2			Multidrug export protein EmrB
ATCC700743_00646	CDS	561				hypothetical protein
ATCC700743_00647	CDS	1812	yidC		COG0706	Membrane protein insertase YidC
ATCC700743_00648	CDS	354	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
ATCC700743_00649	CDS	1488	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
ATCC700743_00650	tRNA	77				tRNA-Arg(acg)
ATCC700743_00651	CDS	255				hypothetical protein
ATCC700743_00652	CDS	525	ttr	2.3.1.-		Acetyltransferase
ATCC700743_00653	CDS	225				hypothetical protein
ATCC700743_00654	CDS	531	yyaP_1		COG0262	Uncharacterized protein YyaP
ATCC700743_00655	CDS	798	rspR_1		COG1802	HTH-type transcriptional repressor RspR
ATCC700743_00656	CDS	1041				hypothetical protein
ATCC700743_00657	CDS	1086	potA_2	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
ATCC700743_00658	CDS	924				hypothetical protein
ATCC700743_00659	CDS	801	ydcV_2			Inner membrane ABC transporter permease protein YdcV
ATCC700743_00660	CDS	1587	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
ATCC700743_00661	CDS	1521	sauT	6.2.1.-	COG0318	Probable sulfoacetate--CoA ligase
ATCC700743_00662	CDS	981				hypothetical protein
ATCC700743_00663	CDS	393				hypothetical protein
ATCC700743_00664	CDS	972				hypothetical protein
ATCC700743_00665	CDS	888	livH_4		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
ATCC700743_00666	CDS	711	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
